Generation;Average Moves To Win;Average Moves To Lose
46;20;17
46;21;19
46;18;24
46;19;30
46;14;18
46;24;38
46;18;28
46;20;42
46;19;28
46;15;26
46;17;23
46;18;39
46;15;14
46;19;30
46;17;42
46;20;27
46;16;0
46;19;22
46;15;27
46;15;17
46;16;0
46;21;14
46;20;18
46;17;24
46;10;28
46;19;0
46;19;0
46;15;23
46;16;34
46;19;25
46;19;21
46;18;29
46;17;26
46;19;37
46;20;16
46;21;0
46;15;29
46;15;27
46;15;0
46;15;22
46;20;18
46;20;12
46;16;11
46;22;30
46;18;13
46;14;24
47;16;35
47;17;23
47;19;25
47;18;23
47;18;21
47;13;35
47;16;21
47;10;22
47;20;27
47;18;15
47;17;31
47;19;35
47;14;35
47;14;0
47;16;26
47;20;30
47;19;34
47;21;42
47;17;27
47;17;14
47;16;24
47;15;21
47;17;30
47;20;29
47;14;30
47;20;13
47;20;31
47;17;22
47;16;35
47;18;15
47;19;32
47;10;18
47;20;28
47;19;27
47;26;27
47;19;17
47;21;17
47;16;25
47;16;31
47;16;30
47;18;25
47;15;20
47;20;33
47;12;20
47;16;23
47;16;11
47;18;24
47;19;17
47;14;28
47;18;33
47;23;13
47;21;30
47;20;35
47;22;22
47;24;37
47;16;42
47;15;34
47;16;20
47;15;33
47;18;0
47;20;33
47;14;22
47;15;28
47;14;21
47;17;20
47;14;29
47;18;22
47;20;26
47;16;17
47;18;0
47;18;22
47;19;0
47;20;17
47;16;17
47;13;20
47;19;27
47;12;26
47;14;32
47;18;35
47;21;35
47;17;26
47;19;26
47;16;42
47;17;27
47;20;24
47;20;29
47;16;31
47;20;42
47;17;0
47;18;16
47;14;23
47;10;17
47;19;21
47;18;21
47;19;15
47;17;26
47;20;36
47;19;42
47;22;26
47;15;26
48;20;33
48;19;0
48;19;18
48;17;0
48;15;34
48;18;22
48;18;42
48;21;25
48;19;24
48;19;36
48;18;0
48;17;21
48;24;20
48;19;17
48;18;13
48;19;25
48;15;42
48;14;15
48;16;23
48;23;18
48;22;23
48;19;27
48;20;0
48;19;42
48;20;20
48;19;26
48;20;16
48;17;17
48;17;20
48;18;25
48;21;28
48;15;25
48;16;39
48;13;29
48;18;0
48;16;0
48;18;39
48;19;31
48;13;0
48;18;30
48;12;13
48;16;31
48;14;30
48;15;25
48;22;42
48;16;22
48;17;42
48;18;30
48;21;25
48;18;25
48;19;42
48;16;23
48;17;21
48;13;42
48;15;42
48;11;22
48;14;0
48;13;23
48;16;24
48;21;28
48;17;29
48;16;17
48;20;39
48;18;20
48;17;42
48;21;42
48;19;27
48;18;11
48;15;25
48;18;34
48;21;31
48;18;25
48;17;36
48;21;21
48;18;31
48;17;26
48;12;0
48;20;21
48;22;35
48;14;32
48;16;19
48;18;19
48;18;0
48;17;23
48;18;27
48;20;19
48;15;17
48;16;23
48;15;17
48;10;27
48;11;29
48;18;26
48;21;14
48;18;34
48;18;0
48;13;42
48;18;33
48;24;29
48;22;27
48;22;22
49;18;17
49;16;31
49;14;30
49;17;28
49;14;20
49;19;0
49;18;15
49;14;0
49;15;0
49;21;33
49;18;40
49;20;35
49;18;0
49;16;30
49;15;27
49;18;25
49;22;24
49;13;21
49;15;11
49;16;26
49;16;33
49;14;19
49;18;32
49;15;17
49;22;19
49;13;17
49;15;27
49;17;0
49;16;13
49;18;35
49;13;42
49;19;42
49;18;42
49;20;33
49;12;21
49;19;0
49;17;10
49;13;32
49;12;17
49;19;0
49;19;17
49;20;40
49;21;26
49;23;19
49;18;31
49;20;22
49;16;0
49;17;19
49;18;13
49;16;18
49;17;25
49;14;28
49;14;20
49;14;20
49;20;0
49;19;0
49;14;29
49;20;24
49;18;24
49;19;11
49;16;13
49;15;22
49;16;11
49;17;38
49;21;19
49;20;22
49;24;37
49;21;29
49;17;31
49;22;0
49;18;27
49;21;34
49;15;29
49;14;0
49;18;27
49;14;19
49;12;31
49;15;19
49;23;42
49;19;28
49;17;20
49;19;37
49;21;19
49;13;35
49;18;11
49;19;26
49;15;42
49;14;28
49;17;20
49;19;20
49;16;13
49;12;20
49;16;31
49;12;33
49;17;21
49;17;28
49;17;31
49;19;22
49;17;0
49;17;27
50;12;0
50;17;27
50;17;14
50;16;15
50;19;33
50;16;30
50;15;15
50;16;37
50;13;19
50;16;19
50;17;0
50;20;0
50;20;42
50;15;29
50;15;0
50;13;34
50;15;0
50;20;28
50;15;20
50;19;19
50;17;24
50;22;21
50;14;19
50;17;17
50;15;22
50;15;32
50;22;42
50;21;0
50;18;29
50;17;23
50;11;23
50;13;27
50;18;34
50;15;34
50;15;21
50;16;18
50;14;27
50;20;32
50;17;23
50;13;32
50;22;0
50;23;32
50;16;30
50;16;18
50;15;17
50;14;17
50;17;21
50;15;15
50;17;25
50;15;18
50;16;25
50;26;42
50;16;26
50;19;13
50;17;31
50;21;20
50;14;35
50;15;28
50;14;23
50;17;13
50;13;29
50;17;0
50;15;20
50;23;26
50;10;17
50;16;25
50;17;0
50;13;7
50;15;16
50;20;17
50;19;22
50;20;0
50;17;25
50;17;18
50;22;21
50;16;18
50;14;42
50;18;19
50;16;34
50;17;30
50;14;32
50;20;13
50;13;26
50;15;23
50;14;30
50;18;0
50;11;18
50;17;42
50;15;11
50;24;17
50;17;0
50;17;25
50;14;0
50;16;0
50;20;33
50;17;33
50;13;17
50;19;42
50;26;10
50;19;23
51;21;33
51;17;20
51;16;34
51;25;35
51;15;22
51;17;19
51;12;24
51;18;36
51;15;21
51;23;26
51;18;0
51;16;26
51;22;30
51;15;38
51;15;20
51;14;0
51;17;27
51;18;33
51;18;35
51;17;19
51;18;35
51;14;25
51;16;0
51;19;0
51;17;25
51;18;42
51;20;22
51;18;24
51;16;22
51;20;29
51;13;22
51;13;27
51;13;31
51;26;24
51;13;0
51;15;29
51;17;30
51;20;0
51;16;17
51;18;33
51;19;30
51;14;42
51;18;24
51;17;34
51;19;33
51;15;34
51;16;27
51;24;25
51;18;0
51;11;42
51;19;25
51;21;0
51;16;22
51;18;27
51;19;28
51;16;32
51;17;11
51;15;19
51;16;32
51;24;24
51;19;0
51;17;16
51;20;0
51;14;23
51;18;27
51;16;11
51;21;24
51;18;0
51;18;23
51;16;0
51;15;0
51;13;22
51;15;28
51;18;16
51;14;19
51;13;33
51;15;19
51;16;0
51;12;0
51;15;21
51;16;20
51;14;20
51;17;23
51;12;0
51;16;30
51;22;42
51;14;32
51;13;21
51;18;17
51;18;14
51;21;25
51;14;13
51;19;30
51;17;25
51;16;18
51;18;34
51;17;20
51;24;32
51;18;20
51;19;30
52;17;42
52;13;19
52;15;26
52;15;30
52;18;24
52;11;14
52;23;28
52;14;32
52;13;25
52;16;15
52;19;28
52;16;24
52;17;17
52;18;37
52;18;24
52;18;0
52;13;0
52;17;33
52;19;34
52;16;19
52;17;23
52;23;29
52;19;19
52;18;11
52;19;27
52;14;21
52;18;13
52;20;39
52;22;29
52;17;13
52;14;22
52;16;20
52;17;0
52;16;19
52;16;21
52;16;0
52;17;29
52;20;9
52;13;31
52;24;0
52;18;23
52;19;27
52;16;25
52;20;0
52;18;19
52;15;21
52;10;28
52;13;17
52;21;40
52;15;14
52;20;20
52;12;31
52;15;18
52;19;21
52;14;16
52;17;15
52;14;0
52;20;35
52;17;37
52;21;20
52;20;9
52;16;25
52;20;0
52;22;0
52;12;34
52;19;0
52;22;31
52;15;0
52;15;0
52;17;21
52;18;32
52;14;20
52;16;29
52;28;26
52;18;38
52;11;23
52;19;23
52;16;34
52;27;27
52;18;27
52;13;20
52;22;21
52;19;25
52;20;22
52;14;19
52;13;15
52;16;27
52;16;34
52;22;7
52;17;30
52;18;40
52;14;20
52;14;36
52;15;36
52;14;18
52;17;0
52;19;16
52;17;24
52;18;30
52;14;42
53;16;21
53;19;19
53;13;26
53;14;21
53;17;35
53;18;20
53;14;21
53;22;25
53;19;31
53;15;24
53;14;25
53;21;35
53;16;13
53;17;32
53;15;35
53;19;30
53;17;29
53;14;37
53;16;19
53;19;10
53;18;23
53;17;29
53;17;16
53;20;22
53;17;31
53;20;0
53;14;23
53;17;22
53;20;42
53;15;18
53;17;15
53;15;16
53;15;27
53;15;24
53;18;21
53;21;31
53;16;23
53;17;22
53;22;15
53;20;19
53;19;28
53;21;27
53;12;21
53;15;25
53;18;36
53;19;0
53;18;17
53;12;42
53;18;27
53;17;19
53;19;29
53;21;25
53;15;0
53;15;15
53;19;18
53;19;15
53;14;23
53;15;42
53;13;28
53;17;28
53;14;21
53;16;23
53;16;0
53;17;31
53;15;23
53;16;22
53;17;33
53;13;17
53;16;21
53;14;15
53;17;42
53;15;15
53;15;12
53;20;23
53;16;40
53;16;21
53;18;20
53;14;28
53;17;18
53;16;25
53;22;25
53;20;24
53;19;22
53;17;21
53;20;26
53;17;0
53;12;22
53;17;22
53;15;24
53;17;0
53;19;25
53;14;20
53;16;20
53;16;26
53;19;36
53;15;21
53;22;24
53;14;21
53;14;21
53;14;25
54;14;18
54;13;22
54;20;27
54;22;29
54;17;34
54;20;37
54;18;0
54;14;23
54;14;18
54;17;34
54;16;27
54;18;26
54;20;19
54;18;22
54;15;35
54;12;42
54;14;16
54;20;33
54;16;23
54;17;15
54;13;26
54;22;0
54;20;29
54;19;35
54;16;18
54;14;28
54;14;28
54;17;26
54;19;17
54;11;20
54;16;24
54;20;26
54;18;33
54;15;18
54;20;37
54;17;23
54;12;25
54;14;19
54;20;14
54;14;26
54;15;0
54;17;21
54;12;22
54;17;20
54;12;21
54;17;17
54;15;13
54;15;24
54;13;17
54;17;23
54;11;31
54;17;18
54;21;24
54;20;23
54;18;31
54;20;42
54;20;19
54;18;38
54;17;19
54;18;23
54;17;16
54;18;27
54;16;32
54;17;23
54;17;18
54;16;35
54;19;0
54;20;14
54;14;21
54;16;27
54;14;19
54;17;18
54;17;22
54;13;21
54;21;33
54;16;21
54;15;21
54;18;42
54;15;31
54;16;0
54;17;0
54;17;11
54;17;0
54;10;31
54;15;0
54;14;16
54;17;15
54;12;11
54;14;32
54;19;28
54;15;22
54;21;21
54;16;23
54;15;26
54;11;0
54;14;34
54;18;27
54;15;29
54;21;19
54;15;29
55;12;21
55;17;19
55;17;22
55;17;27
55;16;0
55;16;24
55;11;15
55;19;35
55;15;26
55;16;30
55;15;22
55;16;37
55;22;0
55;15;16
55;18;26
55;19;16
55;21;0
55;18;0
55;12;12
55;16;0
55;19;21
55;20;0
55;17;0
55;12;26
55;15;20
55;17;20
55;15;21
55;14;0
55;20;10
55;17;22
55;14;40
55;14;0
55;16;28
55;22;28
55;17;0
55;15;29
55;19;17
55;17;22
55;16;31
55;17;17
55;17;0
55;18;24
55;13;24
55;16;24
55;18;29
55;14;19
55;20;39
55;12;23
55;24;27
55;22;32
55;20;28
55;15;22
55;20;14
55;14;14
55;14;21
55;18;42
55;19;31
55;22;27
55;15;17
55;16;29
55;16;31
55;17;17
55;21;42
55;16;0
55;16;0
55;18;13
55;13;13
55;17;27
55;13;17
55;19;0
55;16;16
55;21;42
55;17;27
55;12;18
55;14;23
55;20;0
55;14;17
55;13;15
55;16;20
55;20;25
55;20;15
55;13;24
55;23;24
55;18;37
55;19;32
55;12;20
55;21;14
55;14;19
55;22;0
55;15;21
55;17;31
55;12;18
55;13;25
55;15;24
55;15;24
55;18;37
55;17;0
55;23;24
55;20;42
55;14;28
56;17;22
56;14;15
56;22;29
56;20;22
56;19;28
56;22;15
56;21;20
56;16;21
56;17;29
56;16;13
56;19;25
56;17;42
56;16;25
56;20;42
56;16;24
56;17;18
56;16;28
56;20;20
56;12;27
56;20;29
56;15;23
56;18;28
56;17;20
56;18;39
56;14;17
56;15;23
56;17;29
56;15;42
56;13;32
56;20;26
56;13;30
56;17;26
56;21;11
56;17;19
56;15;21
56;20;7
56;10;33
56;18;26
56;20;16
56;18;18
56;14;36
56;18;22
56;16;9
56;15;42
56;15;25
56;19;24
56;15;20
56;19;25
56;17;16
56;16;30
56;15;31
56;18;25
56;17;0
56;13;16
56;13;14
56;17;12
56;19;17
56;17;22
56;17;42
56;17;21
56;15;19
56;17;18
56;20;16
56;17;28
56;14;42
56;13;23
56;19;34
56;19;28
56;18;19
56;15;0
56;13;23
56;12;0
56;13;21
56;14;12
56;15;29
56;15;24
56;19;42
56;17;32
56;16;20
56;21;0
56;14;20
56;13;0
56;20;24
56;19;42
56;20;22
56;17;19
56;16;27
56;20;23
56;16;23
56;15;32
56;16;26
56;23;23
56;18;26
56;16;24
56;15;22
56;10;35
56;18;29
56;18;14
56;15;42
56;14;13
57;15;33
57;18;23
57;13;29
57;16;36
57;18;20
57;17;0
57;16;21
57;17;22
57;17;16
57;17;31
57;20;0
57;16;31
57;17;42
57;17;20
57;19;0
57;19;34
57;22;23
57;17;0
57;18;25
57;18;0
57;17;15
57;9;42
57;18;19
57;16;15
57;16;0
57;18;42
57;15;11
57;15;21
57;14;0
57;14;14
57;15;21
57;20;0
57;21;31
57;18;20
57;18;16
57;19;42
57;15;22
57;15;42
57;20;14
57;15;29
57;20;20
57;12;42
57;14;18
57;22;22
57;15;37
57;22;0
57;19;0
57;17;24
57;15;42
57;18;27
57;17;26
57;20;26
57;20;9
57;18;42
57;17;21
57;14;14
57;15;36
57;20;14
57;17;0
57;19;17
57;13;21
57;21;25
57;15;0
57;15;23
57;16;20
57;13;34
57;14;33
57;20;27
57;17;0
57;20;23
57;14;15
57;17;23
57;16;21
57;18;26
57;19;22
57;18;22
57;17;17
57;11;30
57;18;19
57;17;24
57;17;23
57;18;17
57;17;31
57;16;20
57;18;34
57;17;36
57;14;25
57;15;29
57;14;30
57;17;21
57;16;7
57;14;18
57;18;0
57;14;0
57;14;15
57;19;37
57;18;26
57;14;21
57;12;23
57;15;24
58;16;42
58;19;20
58;17;0
58;17;25
58;14;19
58;15;24
58;14;30
58;16;0
58;16;28
58;12;10
58;16;20
58;17;21
58;15;24
58;20;21
58;11;24
58;15;23
58;23;27
58;16;9
58;17;20
58;10;23
58;17;21
58;14;0
58;21;39
58;16;16
58;19;23
58;14;24
58;17;25
58;17;42
58;11;21
58;19;21
58;17;0
58;19;0
58;19;0
58;17;18
58;17;14
58;17;0
58;18;42
58;19;20
58;20;15
58;16;26
58;18;29
58;22;27
58;15;30
58;23;15
58;11;27
58;17;21
58;14;16
58;14;30
58;16;27
58;12;32
58;18;39
58;16;21
58;23;19
58;24;30
58;15;22
58;19;0
58;12;15
58;14;11
58;17;19
58;16;35
58;12;23
58;17;21
58;19;22
58;18;24
58;16;12
58;13;36
58;18;26
58;15;23
58;17;23
58;10;29
58;23;0
58;18;24
58;24;21
58;13;28
58;18;24
58;15;21
58;21;29
58;16;38
58;17;17
58;17;19
58;16;21
58;17;21
58;16;19
58;14;29
58;17;42
58;20;34
58;17;27
58;20;23
58;17;19
58;18;19
58;15;37
58;14;16
58;20;0
58;15;25
58;18;23
58;14;21
58;14;18
58;21;0
58;23;30
58;15;24
59;13;22
59;12;39
59;21;0
59;17;21
59;22;0
59;21;32
59;16;20
59;17;0
59;16;16
59;19;9
59;14;21
59;17;32
59;9;17
59;18;19
59;17;30
59;18;19
59;20;20
59;18;42
59;14;0
59;21;42
59;16;22
59;19;18
59;19;23
59;19;0
59;16;27
59;14;33
59;24;21
59;12;0
59;20;27
59;20;21
59;13;19
59;18;21
59;18;33
59;18;0
59;11;23
59;12;0
59;13;29
59;20;7
59;20;24
59;17;34
59;16;23
59;20;38
59;12;31
59;14;20
59;20;19
59;17;24
59;13;18
59;17;42
59;18;24
59;17;23
59;17;31
59;13;31
59;13;29
59;13;25
59;16;17
59;19;0
59;22;0
59;16;20
59;15;0
59;22;30
59;13;31
59;12;42
59;20;19
59;18;21
59;16;0
59;20;0
59;15;15
59;21;23
59;21;23
59;16;21
59;13;30
59;9;17
59;13;24
59;19;0
59;16;32
59;18;42
59;12;19
59;16;0
59;16;33
59;16;30
59;13;32
59;19;18
59;11;17
59;13;42
59;14;14
59;21;0
59;20;31
59;19;31
59;20;20
59;15;33
59;20;0
59;24;19
59;18;23
59;18;39
59;18;23
59;15;0
59;17;0
59;15;7
59;15;11
59;16;0
60;14;30
60;16;0
60;20;31
60;20;7
60;15;15
60;14;23
60;18;17
60;21;0
60;16;28
60;13;24
60;15;18
60;18;20
60;18;24
60;16;36
60;18;25
60;16;22
60;13;32
60;9;15
60;13;42
60;21;28
60;17;28
60;16;0
60;21;42
60;17;19
60;17;0
60;20;34
60;14;17
60;25;33
60;12;28
60;15;29
60;21;30
60;19;42
60;16;25
60;9;24
60;17;32
60;20;0
60;13;0
60;14;0
60;15;21
60;24;18
60;18;17
60;16;26
60;21;0
60;19;24
60;15;23
60;19;32
60;12;22
60;19;13
60;16;25
60;15;19
60;20;42
60;19;25
60;18;30
60;16;22
60;22;25
60;13;0
60;14;24
60;21;22
60;17;21
60;21;27
60;11;42
60;14;27
60;18;0
60;21;17
60;14;35
60;21;28
60;22;37
60;14;39
60;17;23
60;19;36
60;15;25
60;17;31
60;22;0
60;13;16
60;18;24
60;19;20
60;16;18
60;18;19
60;17;34
60;21;19
60;18;12
60;17;19
60;16;21
60;19;34
60;15;13
60;17;23
60;17;26
60;23;0
60;16;26
60;17;11
60;15;27
60;13;0
60;18;38
60;18;18
60;15;27
60;17;42
60;16;25
60;21;32
60;13;15
60;17;25
61;12;14
61;16;27
61;16;36
61;14;14
61;18;21
61;22;30
61;13;38
61;17;32
61;21;26
61;19;31
61;17;0
61;14;21
61;21;0
61;17;40
61;20;36
61;13;33
61;18;23
61;19;34
61;16;23
61;16;19
61;15;21
61;16;22
61;20;13
61;21;42
61;12;34
61;15;0
61;17;33
61;17;0
61;21;21
61;18;0
61;20;0
61;16;19
61;21;0
61;19;39
61;17;42
61;18;30
61;21;19
61;19;0
61;17;23
61;21;23
61;20;0
61;23;24
61;16;31
61;19;0
61;18;29
61;17;33
61;16;0
61;17;0
61;24;26
61;15;21
61;17;28
61;17;21
61;11;19
61;17;42
61;17;35
61;13;0
61;21;29
61;17;42
61;19;25
61;14;27
61;17;26
61;15;38
61;12;27
61;14;26
61;15;27
61;18;34
61;19;41
61;19;42
61;18;0
61;18;9
61;21;39
61;13;29
61;17;24
61;20;42
61;13;19
61;17;20
61;16;35
61;15;29
61;16;32
61;19;18
61;16;30
61;16;23
61;19;0
61;19;42
61;21;20
61;17;32
61;19;23
61;12;28
61;13;25
61;15;26
61;16;35
61;16;39
61;23;0
61;18;42
61;18;11
61;20;15
61;21;42
61;16;20
61;18;42
61;16;0
62;16;30
62;15;22
62;16;42
62;19;15
62;14;16
62;14;33
62;12;16
62;19;24
62;18;25
62;21;29
62;24;26
62;23;20
62;18;20
62;14;32
62;22;0
62;18;30
62;21;27
62;17;0
62;17;26
62;22;28
62;19;18
62;21;32
62;16;16
62;9;0
62;19;0
62;17;42
62;21;29
62;18;25
62;18;30
62;11;0
62;17;25
62;19;0
62;14;19
62;17;41
62;19;27
62;17;39
62;19;21
62;18;17
62;22;25
62;15;42
62;12;42
62;15;35
62;20;28
62;20;29
62;18;19
62;17;24
62;15;27
62;20;42
62;16;0
62;19;42
62;21;31
62;15;17
62;17;31
62;19;19
62;16;0
62;16;0
62;17;0
62;19;35
62;22;28
62;19;19
62;20;31
62;19;36
62;17;0
62;18;29
62;13;25
62;17;20
62;18;0
62;14;16
62;20;29
62;15;14
62;19;16
62;20;42
62;20;42
62;20;21
62;20;37
62;23;0
62;20;27
62;19;15
62;24;28
62;12;20
62;17;17
62;16;0
62;17;17
62;18;19
62;13;35
62;17;17
62;20;22
62;18;0
62;16;28
62;11;24
62;19;35
62;22;42
62;18;31
62;15;29
62;15;24
62;15;23
62;16;15
62;20;16
62;13;31
62;18;42
63;19;20
63;13;34
63;14;19
63;20;28
63;15;26
63;20;25
63;17;24
63;22;31
63;15;0
63;17;26
63;16;35
63;11;42
63;20;31
63;23;21
63;18;25
63;16;30
63;16;42
63;19;42
63;15;0
63;16;27
63;16;19
63;16;25
63;18;0
63;19;33
63;12;23
63;20;27
63;16;35
63;15;19
63;20;0
63;20;0
63;20;20
63;14;8
63;17;29
63;12;25
63;11;0
63;18;0
63;22;0
63;19;20
63;16;32
63;21;17
63;16;22
63;16;27
63;13;0
63;21;0
63;14;30
63;17;27
63;17;0
63;15;31
63;16;21
63;18;12
63;24;42
63;16;22
63;18;31
63;17;0
63;16;23
63;21;38
63;19;0
63;18;20
63;18;32
63;14;0
63;15;28
63;15;14
63;22;42
63;24;0
63;19;37
63;19;31
63;17;21
63;8;29
63;19;25
63;20;0
63;17;21
63;19;33
63;23;0
63;23;19
63;19;23
63;17;0
63;13;34
63;17;25
63;12;27
63;17;19
63;19;23
63;16;10
63;18;36
63;18;24
63;15;30
63;14;27
63;12;0
63;14;21
63;20;23
63;18;21
63;23;16
63;18;0
63;16;16
63;14;24
63;18;20
63;18;33
63;13;15
63;19;27
63;16;15
63;18;26
64;19;28
64;16;23
64;14;31
64;15;27
64;17;29
64;17;23
64;32;26
64;18;24
64;14;0
64;20;0
64;15;0
64;20;25
64;22;25
64;20;21
64;21;37
64;18;13
64;20;0
64;16;19
64;19;11
64;11;27
64;16;42
64;16;23
64;20;24
64;11;18
64;14;27
64;22;42
64;20;22
64;14;17
64;19;24
64;16;21
64;20;27
64;20;30
64;16;22
64;18;28
64;18;35
64;15;14
64;17;13
64;19;19
64;19;20
64;23;0
64;16;10
64;18;17
64;18;0
64;19;23
64;17;31
64;18;16
64;20;42
64;21;27
64;22;29
64;19;20
64;18;37
64;17;21
64;19;32
64;19;0
64;13;7
64;23;24
64;15;21
64;13;32
64;18;0
64;18;29
64;17;33
64;17;16
64;16;39
64;16;24
64;17;21
64;15;16
64;17;0
64;19;25
64;20;0
64;20;33
64;26;31
64;13;0
64;19;28
64;17;28
64;18;0
64;15;0
64;20;0
64;17;14
64;18;18
64;13;22
64;15;34
64;20;42
64;19;21
64;15;30
64;18;23
64;19;38
64;22;30
64;16;21
64;20;0
64;17;25
64;16;24
64;21;25
64;17;0
64;15;14
64;17;34
64;19;36
64;17;27
64;20;42
64;13;32
64;18;33
65;19;34
65;20;32
65;17;28
65;16;20
65;12;23
65;17;12
65;19;23
65;15;30
65;23;30
65;16;0
65;17;37
65;11;16
65;14;21
65;18;0
65;16;17
65;19;31
65;17;36
65;17;32
65;18;0
65;13;19
65;20;19
65;15;27
65;17;0
65;18;0
65;13;35
65;17;24
65;16;19
65;19;0
65;16;17
65;11;21
65;17;42
65;18;33
65;15;21
65;15;29
65;23;34
65;18;30
65;15;14
65;24;28
65;20;29
65;15;19
65;11;0
65;13;42
65;13;40
65;24;26
65;15;21
65;20;0
65;20;30
65;18;0
65;17;31
65;28;27
65;26;42
65;17;0
65;19;23
65;18;26
65;24;11
65;14;30
65;26;31
65;16;33
65;19;29
65;14;17
65;17;18
65;20;32
65;13;0
65;15;14
65;15;18
65;18;40
65;18;0
65;17;32
65;10;23
65;16;28
65;16;31
65;20;32
65;20;42
65;16;0
65;15;28
65;15;19
65;19;31
65;19;22
65;20;24
65;22;0
65;15;39
65;21;19
65;19;0
65;18;0
65;21;23
65;16;28
65;13;23
65;18;26
65;19;17
65;13;33
65;21;12
65;15;25
65;14;19
65;12;0
65;15;20
65;18;29
65;17;27
65;22;42
65;10;26
65;20;19
66;15;35
66;19;0
66;23;34
66;16;0
66;16;24
66;19;22
66;19;28
66;18;19
66;13;19
66;22;28
66;22;0
66;16;0
66;14;28
66;18;0
66;15;19
66;18;42
66;19;27
66;19;42
66;13;21
66;20;37
66;13;26
66;16;35
66;22;24
66;18;41
66;20;30
66;16;39
66;12;31
66;21;19
66;19;35
66;15;31
66;14;41
66;15;37
66;17;28
66;17;18
66;18;27
66;16;42
66;17;42
66;17;42
66;19;35
66;18;0
66;17;0
66;14;27
66;12;19
66;19;0
66;12;31
66;22;20
66;19;42
66;18;29
66;17;15
66;15;30
66;17;0
66;11;27
66;18;30
66;17;28
66;15;23
66;20;13
66;22;0
66;21;38
66;12;27
66;23;40
66;15;42
66;12;28
66;13;40
66;16;27
66;15;29
66;14;42
66;19;0
66;15;29
66;18;29
66;19;42
66;18;31
66;19;27
66;19;24
66;12;23
66;15;27
66;16;25
66;19;33
66;18;25
66;20;40
66;19;42
66;19;22
66;18;42
66;21;42
66;20;24
66;16;0
66;14;20
66;18;25
66;16;19
66;15;39
66;14;22
66;17;30
66;12;30
66;23;42
66;14;27
66;17;26
66;22;0
66;14;21
66;16;42
66;15;27
66;16;30
67;16;31
67;13;16
67;22;0
67;18;21
67;18;0
67;15;25
67;15;22
67;16;24
67;25;13
67;20;25
67;18;24
67;18;41
67;16;22
67;16;32
67;13;32
67;16;27
67;21;34
67;20;0
67;14;0
67;16;30
67;14;22
67;17;31
67;16;28
67;14;31
67;15;17
67;19;0
67;12;25
67;19;29
67;14;32
67;17;21
67;15;34
67;14;25
67;20;18
67;12;32
67;21;0
67;19;21
67;15;17
67;16;29
67;16;24
67;17;0
67;18;30
67;20;29
67;16;23
67;15;37
67;22;16
67;12;33
67;24;25
67;14;33
67;14;41
67;22;28
67;16;27
67;15;17
67;14;42
67;17;17
67;12;30
67;25;32
67;16;23
67;14;25
67;23;24
67;17;0
67;24;36
67;17;22
67;20;25
67;13;23
67;19;42
67;26;37
67;17;29
67;23;37
67;16;30
67;15;37
67;18;30
67;25;26
67;25;22
67;16;33
67;19;25
67;22;0
67;15;0
67;18;28
67;20;35
67;18;42
67;20;23
67;20;20
67;17;29
67;15;33
67;19;14
67;14;18
67;20;39
67;14;30
67;14;25
67;22;17
67;20;29
67;17;39
67;22;22
67;19;13
67;13;29
67;18;26
67;20;0
67;12;35
67;21;22
67;17;15
68;14;16
68;11;0
68;15;11
68;12;26
68;20;25
68;20;25
68;16;42
68;15;25
68;20;0
68;19;0
68;15;21
68;16;34
68;18;18
68;19;42
68;17;0
68;12;17
68;18;30
68;16;22
68;22;20
68;20;0
68;17;18
68;19;23
68;15;0
68;16;42
68;18;0
68;18;31
68;20;38
68;10;31
68;20;27
68;18;15
68;16;27
68;24;18
68;15;38
68;19;0
68;18;42
68;13;26
68;21;22
68;15;0
68;11;21
68;17;35
68;15;0
68;19;17
68;19;24
68;13;23
68;14;0
68;19;42
68;14;23
68;18;31
68;18;19
68;18;0
68;17;21
68;21;19
68;16;13
68;20;0
68;13;29
68;18;23
68;18;25
68;16;42
68;13;27
68;15;21
68;21;23
68;20;35
68;13;24
68;17;41
68;11;21
68;12;24
68;19;12
68;17;33
68;13;17
68;15;0
68;16;35
68;17;21
68;12;11
68;14;29
68;22;32
68;21;26
68;16;0
68;19;21
68;18;21
68;16;42
68;19;37
68;17;25
68;14;28
68;17;42
68;14;21
68;17;13
68;16;0
68;15;21
68;24;0
68;15;0
68;18;20
68;13;25
68;24;42
68;15;9
68;17;37
68;14;36
68;20;27
68;21;30
68;12;26
68;14;29
69;21;42
69;15;21
69;18;20
69;18;18
69;15;0
69;17;17
69;17;30
69;20;13
69;21;42
69;15;36
69;15;42
69;20;23
69;15;21
69;14;14
69;18;26
69;17;17
69;18;20
69;17;22
69;20;21
69;19;42
69;18;41
69;15;35
69;20;28
69;19;28
69;23;35
69;21;42
69;15;25
69;14;27
69;15;23
69;17;31
69;15;35
69;12;22
69;13;22
69;22;18
69;13;33
69;12;18
69;16;22
69;14;42
69;14;28
69;10;33
69;14;25
69;17;0
69;12;27
69;18;30
69;19;21
69;24;0
69;16;36
69;19;24
69;17;15
69;17;25
69;14;0
69;19;0
69;19;23
69;20;42
69;16;0
69;16;32
69;21;19
69;14;38
69;14;35
69;19;0
69;13;22
69;16;27
69;18;20
69;19;0
69;19;29
69;16;23
69;18;41
69;20;23
69;17;0
69;18;20
69;22;20
69;18;15
69;20;0
69;14;32
69;21;25
69;20;23
69;16;21
69;19;0
69;21;0
69;19;21
69;13;36
69;16;28
69;19;29
